ticker,momentum_score,12m_return,z_score,mean_momentum,std_momentum
CPRT,0.9235554681701571,0.21155391235786017,-0.08277199850411,0.23391995121222636,0.27021262333367024
GLW,1.903906643402735,0.2534988138841883,0.903906643402735,0.03670426787747061,0.23984174426531463
CPAY,1.6568876566350177,0.18150522984800954,0.6568876566350176,0.03821321204028066,0.21813778407979026
CTVA,0.7030590166469012,0.058766254682532826,-0.42235570033551284,0.17530133738556944,0.2759169169741593
CSGP,0.8191982875061733,-0.015491225860149357,-0.22070567681999007,0.024974013147968988,0.18334480377286458
COST,2.918647344841027,0.6336174955097263,1.9186473448410268,0.22862677915021795,0.21108137326459264
CTRA,1.1076700477940054,0.26460702441036293,0.1076700477940053,0.22818131520759344,0.3383086563912304
CRWD,1.9329945246844034,0.9588459618001426,0.9329945246844034,0.3072048703554494,0.6984404240369134
CCI,1.1735670160633984,-0.040888297153661636,0.17356701606339853,-0.07413798935271644,0.1915668826553413
CSX,1.1563106553933826,0.11567549369462685,0.15631065539338262,0.08959423228389864,0.16685530071568208
CMI,2.7663432967645316,0.4180202611830935,1.7663432967645316,0.08404566905626513,0.18907683049981305
CVS,0.5986471863002752,-0.09236015914734881,-0.6704329743536291,0.08657784684692778,0.26689917238452127
DHR,1.7796235771817068,0.26721599766687026,0.7796235771817069,0.08956552640984777,0.22786698152359428
DRI,0.5668215489562378,-0.01877773945038519,-0.7642236817591532,0.21208055404712833,0.3020820984847065
DDOG,0.9974154623478358,0.1608892219352279,-0.0025912347960600777,0.16207859416138137,0.4589982459180837
DVA,2.6657398743296636,0.5706202411986662,1.6657398743296636,0.07701139970389831,0.2963300867690453
DAY,0.6051863631850252,-0.2003233580487894,-0.6523835645223673,-0.021858515905112456,0.2735581517513202
DECK,3.0881769463831406,1.3029896401813592,2.0881769463831406,0.4176612064854771,0.42397194128080434
DE,0.7520826357397831,0.09842261048338023,-0.32964112250292005,0.22221244434473328,0.37552909940796747
DELL,4.185016868231084,2.1802629688404136,3.185016868231085,0.39763727460402726,0.5596911313146145
DAL,2.0265606361477135,0.41459558010858905,1.0265606361477135,0.10066740569631469,0.3058057784003153
DVN,0.5765686076544093,0.12035117988858181,-0.7343989713005534,0.8001363609263539,0.9256347130142826
DXCM,0.77391004182075,0.012877319455287526,-0.29213984308478086,0.11041295100291436,0.33386624199466475
FANG,1.0530035617287543,0.6476131315916299,0.0530035617287544,0.6170434099438926,0.5767484420042898
DLR,2.716781915480715,0.47452058440330613,1.716781915480715,0.03973061694364544,0.2532587066179081
DG,0.48424643622798214,-0.3074098297946367,-1.0650642424742642,-0.06097486419145846,0.2313803766716288
DLTR,0.5261002667652767,-0.12551903411687726,-0.900778355708679,0.11099243606040543,0.262563447132574
D,2.3078536092421067,0.13333639249148285,1.3078536092421067,-0.08653687812350017,0.16811764639499543
DPZ,3.411544442577163,0.7783444416165775,2.411544442577163,0.0701396024899259,0.2936727296511314
DASH,2.078910111281873,0.686475709394041,1.078910111281873,0.013081614756950391,0.6241429082882712
DOV,1.9805299762398465,0.39803413308806207,0.9805299762398464,0.13715055578100577,0.2660638467245002
DOW,1.6336962934287342,0.24561784853197663,0.6336962934287342,0.10017766918256953,0.22951085694769555
DHI,1.3952828459463613,0.39550753873927097,0.39528284594636126,0.2646067907673492,0.3311571683778167
DTE,1.48150636904847,0.12260460042260549,0.48150636904847005,0.05615230690520836,0.13800916828725854
DUK,2.184953281001263,0.21237035708927643,1.1849532810012628,0.060914938832903644,0.12781551870837968
DD,1.6751028857436294,0.2481451902331205,0.6751028857436293,0.09182467116380445,0.23155066045544773
EMN,2.0535027094873843,0.36484483362247605,1.0535027094873841,0.06266344611310663,0.28683494099071233
ETN,2.9631806388167394,0.9231743102759202,1.9631806388167397,0.33069582688739513,0.3017951948352686
EBAY,2.1469416035146565,0.304026606610541,1.1469416035146565,0.0031058617097207194,0.2623679740787909
ECL,2.8728398645462603,0.4228536262698612,1.8728398645462605,0.021174462235028065,0.2144759793075792
EIX,1.9112771316557278,0.1899184826478625,0.9112771316557277,0.10603469565461515,0.09205079780816655
EW,1.008878316665688,0.031580148720199236,0.008878316665688,0.029198608868298403,0.26824227402304335
EA,1.388751394256776,0.04416074075613539,0.3887513942567759,0.00439696313354925,0.1022858778387341
ELV,1.166783283827921,0.21799642593452562,0.16678328382792104,0.18404313738373412,0.20357728767244362
EMR,2.4377575904627937,0.47697310640195717,1.4377575904627937,0.14005717107321553,0.23433431168344115
ENPH,0.5830227747332841,-0.26443525457640804,-0.7151988624414728,0.23815766402517322,0.7027317086130156
ETR,2.381908093520809,0.1976240681208015,1.3819080935208088,0.04450015208918374,0.11080615038695554
EOG,0.6232323426028379,0.20861015742034597,-0.6045380376500483,0.43713978926727337,0.37802357769788075
EPAM,0.5917483647319093,-0.30664018369056495,-0.6899075005522805,0.05219550638006677,0.5201214507501061
EQT,0.6708738524955825,0.20147060556102753,-0.4905931961427648,0.41926818752753503,0.44394741647237895
EFX,0.9190195863907228,0.11707863120360261,-0.08811609111326192,0.1459257581278266,0.32737637995249597
EQIX,0.9244873138028384,0.043796242745790144,-0.08168060834338928,0.05689678062903643,0.16038736915585866
EQR,1.0979387671629646,0.11637896945873459,0.09793876716296447,0.08773132964128627,0.29250562006544656
ERIE,2.8610513753889175,0.7214838375058912,1.8610513753889175,0.16527241891868708,0.2988694594586184
ESS,1.6171344981001259,0.2522758615447135,0.6171344981001259,0.07180927533964493,0.29242666997330796
EL,0.5690172729364295,-0.31800612853775445,-0.7574158950210286,-0.055614986911571455,0.34642940998603955
EG,0.7752705377791772,0.17066101436962453,-0.28987231072210967,0.20448428307214617,0.11668333763326161
EVRG,0.8039627593379354,-0.010135765030419137,-0.24383870818034112,0.024829056561160807,0.143393236670694
ES,0.7297128716543195,-0.10712365360832783,-0.37040202913361964,-0.0608102274289521,0.12503556281185632
EXC,0.5738446132578716,-0.016855831244543328,-0.7426320242386326,0.15196578697792154,0.22732876136811575
EXE,0.850083074912871,0.2524927153486295,-0.176355616893672,0.31884361654531673,0.3762335578837356
EXPE,1.0946919696823076,0.17918712424467875,0.09469196968230771,0.13537410609317815,0.4626899017782988
EXPD,0.9218135059154793,0.10901467908949206,-0.08481812599054027,0.1290399294691311,0.23609635494507913
EXR,0.7843099348501991,0.049566029369006046,-0.27500616218892737,0.15546134293461944,0.38506523898495054
XOM,0.5629764057309626,0.18864644517760004,-0.7762733745504139,0.41071710536901146,0.2860727515226524
FFIV,1.3124146761018332,0.1449383325942433,0.3124146761018331,0.05918264892714913,0.27449313437228434
FDS,0.7291676446604275,0.059904383925943216,-0.3714267320044061,0.11791517665267352,0.1561836769628152
FICO,1.7354386712279208,0.637652927873564,0.7354386712279208,0.3430555251426851,0.400573717777182
FAST,1.7029798896374244,0.26230671208491124,0.7029798896374244,0.1387584619483192,0.1757493378655746
FRT,1.2607682577683987,0.19583272039791863,0.26076825776839874,0.12279469355130393,0.2800878736992729
FDX,1.154867160881849,0.1889693511662023,0.154867160881849,0.12645031846271895,0.4036945750634654
FIS,4.009060095308339,0.43710348107235975,3.0090600953083384,-0.18185088345283232,0.20569691030440115
FITB,1.9379849556643345,0.6153427713484413,0.9379849556643344,0.18064423799552126,0.46343870520294406
FSLR,0.9371285659219932,0.33898305467023354,-0.06708944360921354,0.37872610366878284,0.5923890087693513
FE,1.1448279394401233,0.12429173944532015,0.14482793944012334,0.09986845649794109,0.1686365423812196
FI,2.556661165733572,0.3348782533902828,1.5566611657335718,0.08167107389141204,0.16266043315826387
F,0.7166587918193291,0.06577151302339028,-0.3953641696927674,0.26673785648732257,0.5083069202252211
FTNT,0.5269416073300464,-0.13186011846608198,-0.8977434806617133,0.3789175339101015,0.5689572393215231
FTV,1.4304720181189066,0.14801348386687654,0.4304720181189065,0.07544517188362235,0.16857846486832304
FOXA,1.344470854640341,0.12240025444768514,0.34447085464034094,0.05294760448953128,0.20162126642228928
FOX,1.4757817518426066,0.11378332980643235,0.4757817518426067,0.031212473183713587,0.173547758616085
BEN,0.7510530998601109,0.028928512035826224,-0.3314637809047818,0.12133657157934245,0.27878780387792024
FCX,1.1962785278331458,0.5576979629513467,0.19627852783314573,0.4073905738764202,0.7657862056245968
GRMN,2.553078106885488,0.6278334468144646,1.5530781068854884,0.1074963647181234,0.33503600352709545
IT,0.6887126467027908,0.22402739123205714,-0.45198437227412086,0.42471612279809656,0.44401697022463665
GE,2.140956584361473,1.0459117662520372,1.1409565843614728,0.4292780231923646,0.5404532928873598
GEN,2.861564033590635,0.4529552313349813,1.8615640335906352,0.03722886126351083,0.22332101532366103
GNRC,1.3722354311225975,0.3515425008135826,0.3722354311225975,0.07459710533105833,0.7440060035319717
GD,2.783110620287797,0.5014112679641699,1.7831106202877967,0.19999414549146233,0.1690400578871873
GIS,0.4371719734203765,-0.1540996288443,-1.287429343139567,0.07916571863819681,0.18118691229582232
GM,1.6569481400099457,0.4039128922759332,0.6569481400099458,0.09242320120760843,0.4741465453629398
GPC,0.5373920570938686,-0.00625983193362472,-0.8608388173949612,0.18902842093891312,0.2268580934390389
GILD,0.43840170051209076,-0.131788214769514,-1.2810130499765724,0.09791246535002623,0.17931174090985338
GPN,1.6966140449989433,0.051252565972784526,0.6966140449989433,-0.09097843535809687,0.20417475408652885
GL,0.3076025851359926,-0.19135760301789978,-2.250947970927797,0.10099674348574517,0.12988054378846534
GDDY,5.247924926216018,0.9028346975893171,4.247924926216018,0.07104653630314162,0.1958104664592363
GS,1.6237175987876868,0.4540117583789039,0.6237175987876868,0.2169933640394533,0.38000914965385085
HAL,0.878394514811653,0.304808531759393,-0.13844062450050912,0.34691701324343976,0.3041627530645235
HIG,2.0638764096533184,0.5451293136793649,1.0638764096533184,0.25173693686147364,0.27577674827238435
HAS,1.581307231751484,0.060741299300801216,0.5813072317514841,-0.06035748806806764,0.20832148776817566
HCA,1.0064094289858254,0.2972931166003082,0.0064094289858254785,0.29490688754787187,0.37229978797074154
DOC,1.4773851289934887,0.061832843043101736,0.47738512899348867,-0.05110974981420667,0.23658590516934366
HSIC,0.534582861383619,-0.06170507569463881,-0.87061739579862,0.051785437557463634,0.13035635837255152
HSY,0.35469361338321226,-0.22084477377818568,-1.8193346659433545,0.14431205526956342,0.20070899317383664
HPE,1.2874918949656933,0.26052792496235455,0.2874918949656934,0.19001466773329284,0.24527041792769883
HLT,2.103482741187674,0.4791662737451196,1.103482741187674,0.22056061671488417,0.2343540568218577
HOLX,0.5265640959656361,-0.06477374381906856,-0.8991040362639167,0.035584632808778285,0.1116204272031411
HD,1.5191967609978878,0.21276274562125017,0.5191967609978878,0.1070732123057641,0.20356354518150788
HON,1.0488296313770418,0.07878697134535524,0.048829631377041875,0.06868393315633434,0.2069038390031965
HRL,0.5618019583327536,-0.1633338512496855,-0.77998667531825,-0.06088457940199926,0.131347464116467
HST,0.9537503062895288,0.1394095769062628,-0.048492454896712944,0.14960158081703717,0.21017710760329525
HWM,2.6448728426345136,0.9872771695846438,1.6448728426345134,0.3860001365882803,0.3655462096591777
HPQ,1.3793184601036312,0.30170825017147807,0.3793184601036312,0.17350465269021886,0.3379840713426747
HUBB,1.4547632311127998,0.39726247220532956,0.45476323111279976,0.3090881963932913,0.1938905122040692
HUM,0.3401689750352485,-0.2804871387178468,-1.9397154749235421,0.03545496222280292,0.1628806415297085
HBAN,2.0461447268126216,0.4230071752693124,1.0461447268126214,0.10153996523051473,0.30728751175589186
HII,1.7575322132960374,0.2844919671122559,0.7575322132960374,0.15591546887286878,0.16973073353534138
IBM,2.341418268334289,0.35771712191262156,1.3414182683342888,0.15519320479682577,0.15097745565019077
IEX,0.8960753417174073,0.06043399209618149,-0.11597758965603494,0.07954180172015408,0.16475432607835983
IDXX,0.8792501157627703,0.06923859963861125,-0.13733280448018625,0.11994998592947188,0.36925908913610694
ITW,1.156149276108998,0.1344434405434547,0.1561492761089979,0.1103441875546981,0.15433470835903482
INCY,1.4179474924329445,-0.06108851938489106,0.4179474924329446,-0.11293856540027306,0.12405875607376879
IR,2.4247519379561826,0.6441287777801026,1.4247519379561826,0.2582658885527055,0.2708281202838161
PODD,0.45328133369159485,-0.3539106565491112,-1.2061354079062596,-0.011812533405952924,0.2836316062862371
INTC,1.0210013418647166,-0.005043864051864756,0.02100134186471655,-0.012202275084654456,0.3408549357894239
ICE,2.072851531242554,0.2820197432415399,1.0728515312425542,0.07952388965903434,0.18874545795537906
IFF,2.660774716333126,0.2909887450962148,1.6607747163331263,-0.07620236911696446,0.22109628151367297
IP,2.8030745952866893,0.6188397258523184,1.8030745952866893,0.04176141772846091,0.32005237588747787
IPG,0.537513863304071,-0.12370913695605465,-0.8604171320401852,0.2432208830205443,0.42645596689427806
INTU,1.4307105644384428,0.38414789929296844,0.43071056443844274,0.22956641055981059,0.35889876287269634
ISRG,1.4159112251745405,0.3062629934409611,0.41591122517454043,0.16867071598130617,0.3308212645665267
IVZ,0.9389285733436264,0.15123967786004022,-0.06504374069572895,0.1959008802098876,0.6866333619828238
INVH,0.8948567293137062,0.06842739776613069,-0.1174973235848955,0.09592482336912837,0.23402597407361314
IQV,0.9676764812286468,0.11264025322878636,-0.03340322865996749,0.12228304463634569,0.2886784240445551
IRM,1.8465264883106043,0.570833004497235,0.8465264883106042,0.3620014519239775,0.24669228365200763
JBHT,0.5373924326851753,-0.028698498929713046,-0.8608375168279258,0.1318697803823788,0.18652565225521892
JBL,0.7056957549020669,0.33213631173828495,-0.41704125758667093,0.46706969727499636,0.3235492486224078
JKHY,1.4726695959688987,0.09170093186837583,0.4726695959688986,0.02147867744314406,0.1485652028903766
J,1.629271301731004,0.2819315103869042,0.6292713017310041,0.12941412436360486,0.24237143121536517
JNJ,0.5859087387186563,-0.025017466747768675,-0.7067504440826976,0.04230215210964201,0.09525231914751164
JCI,1.150434218196647,0.23497283219354226,0.15043421819664693,0.17636200285484152,0.3896110209585756
JPM,2.079149027055643,0.5326847464227727,1.079149027055643,0.19144560510732114,0.3162113227739181
K,0.8500259378590045,0.001341252479476944,-0.17643468917988717,0.022493131202856453,0.1198850340695402
KDP,1.549206617907374,0.13063705465058506,0.5492066179073741,0.04997580100307022,0.14686868478543838
KEY,2.3165621339036266,0.652017019951375,1.3165621339036266,0.08133034724553906,0.43346732980519603
KEYS,0.5244805142924758,-0.14412859631874647,-0.9066485269695863,0.10393707211104718,0.27360731424661
KMB,1.4145786841470773,0.030790130611944435,0.4145786841470773,0.002661845835575936,0.06784787991268171
KIM,0.8024428001550983,0.11083747476325291,-0.24619474410726513,0.20246646469887747,0.3721809345194734
KMI,2.133956789899079,0.2916121182302938,1.1339567898990788,0.13526922992571835,0.13787376176696278
KKR,2.4870696359968125,1.017857277677565,1.4870696359968123,0.3282955298894963,0.4637050821939766
KLAC,2.265667574036569,0.7336136723664983,1.2656675740365688,0.35103512002545306,0.30227412014743726
KHC,0.5721213074878427,-0.031740003377893226,-0.7478810645786853,0.06388150220570729,0.12785656719022345
KR,1.2154248288834553,0.18361806237136474,0.21542482888345516,0.14618760160556307,0.17375184169718688
LHX,2.357493492935319,0.3096156344598208,1.357493492935319,0.06140488286254577,0.1828448923615589
LH,0.9410469528030618,0.08189602345729047,-0.06264623356075591,0.0982233001381942,0.26062662913436174
LRCX,1.4690626066134527,0.5281616857430891,0.4690626066134526,0.3080536318458884,0.46925090764821586
LW,0.4447173799107321,-0.19655722703765846,-1.2486191122117365,0.16752014756059,0.2915840155236303
