Date,0
2020-11-20,0.9979120861562742
2020-11-23,1.006442765207878
2020-11-24,1.0303287273956157
2020-11-25,1.0241879420165299
2020-11-27,1.0207861806249934
2020-11-30,1.0145789926433078
2020-12-01,1.0177962790783852
2020-12-02,1.0238307777526752
2020-12-03,1.0153025479745459
2020-12-04,1.0274558411239165
2020-12-07,1.0148672260443106
2020-12-08,1.0258029991139794
2020-12-09,1.0292029589204068
2020-12-10,1.0195359802378492
2020-12-11,1.0146363463021777
2020-12-14,1.0079473052982406
2020-12-15,1.0230343079235682
2020-12-16,1.0175865435677434
2020-12-17,1.0215259225633964
2020-12-18,1.0134542296633446
2020-12-21,1.0072872396433217
2020-12-22,1.0018083581581985
2020-12-23,1.0065524532919023
2020-12-24,1.0104691842522435
2020-12-28,1.007936391582303
2020-12-29,1.0064783834670719
2020-12-30,1.0086083477788694
2020-12-31,1.0174278756824822
2021-01-04,1.0150900853667053
2021-01-05,1.0262856380840015
2021-01-06,1.0684046749658314
2021-01-07,1.0772315657277551
2021-01-08,1.0712924532223707
2021-01-11,1.0642991472392325
2021-01-12,1.0795995859018952
2021-01-13,1.0854259724328945
2021-01-14,1.0911017462317998
2021-01-15,1.0974029333470814
2021-01-19,1.0920979110668694
2021-01-20,1.092918255318812
2021-01-21,1.0789148164050877
2021-01-22,1.0901877770982682
2021-01-25,1.0916015618737809
2021-01-26,1.0989482919600555
2021-01-27,1.0798065534263197
2021-01-28,1.081419957255036
2021-01-29,1.0666396202553752
2021-02-01,1.081114383762916
2021-02-02,1.0858427048784698
2021-02-03,1.0877194633568403
2021-02-04,1.1171151280659382
2021-02-05,1.1208286286569014
2021-02-08,1.118223817800111
2021-02-09,1.118391468505399
2021-02-10,1.1215739581191504
2021-02-11,1.1153765044368735
2021-02-12,1.1145629984028311
2021-02-16,1.0974741146787237
2021-02-17,1.1013375198725663
2021-02-18,1.0904959138306527
2021-02-19,1.093235445139606
2021-02-22,1.0883085131502197
2021-02-23,1.096408954663097
2021-02-24,1.1026330673465339
2021-02-25,1.0856573169761974
2021-02-26,1.0612037923987785
2021-03-01,1.0845711241646587
2021-03-02,1.083247475440799
2021-03-03,1.0770198500978083
2021-03-04,1.0713865836551515
2021-03-05,1.0863118664702105
2021-03-08,1.0992038542787983
2021-03-09,1.1122653534189502
2021-03-10,1.1273315751253277
2021-03-11,1.1243612119343347
2021-03-12,1.1385674203291
2021-03-15,1.1462026219530481
2021-03-16,1.1422165039304335
2021-03-17,1.1483317380018345
2021-03-18,1.1453279083130585
2021-03-19,1.1546995488129252
2021-03-22,1.161249344570307
2021-03-23,1.143799030922779
2021-03-24,1.1436411246890084
2021-03-25,1.158649530655734
2021-03-26,1.1783774977578971
2021-03-29,1.1763004043489615
2021-03-30,1.1804242975827175
2021-03-31,1.1734177337058789
2021-04-01,1.1788401764562644
2021-04-05,1.1822981860510848
2021-04-06,1.1814487651099337
2021-04-07,1.1885951667628956
2021-04-08,1.1852098213854558
2021-04-09,1.1903422583028314
2021-04-12,1.1915786246323599
2021-04-13,1.1940705099441422
2021-04-14,1.1966357698733636
2021-04-15,1.206761092374441
2021-04-16,1.213771417497132
2021-04-19,1.2071182328558203
2021-04-20,1.2124791470539293
2021-04-21,1.220884940054217
2021-04-22,1.2122700121226213
2021-04-23,1.2228492280452605
2021-04-26,1.2208895547246257
2021-04-27,1.2154310088638205
2021-04-28,1.2151980305365473
2021-04-29,1.222483480124126
2021-04-30,1.2080880930369973
2021-05-03,1.2286191424786788
2021-05-04,1.222243160426168
2021-05-05,1.2086306370567519
2021-05-06,1.2041604630828653
2021-05-07,1.2319385464577448
2021-05-10,1.2418220769757604
2021-05-11,1.2271449752053427
2021-05-12,1.205060290283729
2021-05-13,1.215770825346814
2021-05-14,1.2291072372088783
2021-05-17,1.2418045939603686
2021-05-18,1.2267414628573523
2021-05-19,1.2256175140200725
2021-05-20,1.230424746166966
2021-05-21,1.2292506670138965
2021-05-24,1.2273868565718002
2021-05-25,1.2079180095990845
2021-05-26,1.2157772834577028
2021-05-27,1.2217274564804794
2021-05-28,1.221397805196748
2021-06-01,1.2246796334632295
2021-06-02,1.2291597073016824
2021-06-03,1.237064251884396
2021-06-04,1.2510946189238514
2021-06-07,1.2613087551179427
2021-06-08,1.2592638680198476
2021-06-09,1.2591798909613239
2021-06-10,1.2698304982500332
2021-06-11,1.2730175490750717
2021-06-14,1.2682687711221587
2021-06-15,1.2666313318899565
2021-06-16,1.2581440782830078
2021-06-17,1.2486257207756049
2021-06-18,1.2177483699055158
2021-06-21,1.2375788911168828
2021-06-22,1.2417613856997487
2021-06-23,1.2443746248210985
2021-06-24,1.2505504211815894
2021-06-25,1.2585512878802922
2021-06-28,1.2537972845328438
2021-06-29,1.2542977032179983
2021-06-30,1.2599665500270294
2021-07-01,1.2609335334205403
2021-07-02,1.2674438621537647
2021-07-06,1.2531065303883782
2021-07-07,1.252571695856487
2021-07-08,1.2447637492138168
2021-07-09,1.2588895437886298
2021-07-12,1.264423047148517
2021-07-13,1.2586788697165987
2021-07-14,1.2556609995766839
2021-07-15,1.252268298397842
2021-07-16,1.2522276609574756
2021-07-19,1.2351392433356332
2021-07-20,1.2649085409150367
2021-07-21,1.2629375988680631
2021-07-22,1.267034638365548
2021-07-23,1.283593509653935
2021-07-26,1.2794274843936304
2021-07-27,1.2787766459271366
2021-07-28,1.2865793561921584
2021-07-29,1.2870745295487545
2021-07-30,1.2730110293692645
2021-08-02,1.275660248256594
2021-08-03,1.2928267695079614
2021-08-04,1.2863292334607421
