ticker,momentum_score
CF,0.9271357004539932
VLO,0.9190455081691752
PKG,0.9112840496562203
ABNB,0.9103672615152572
ADM,0.8968448791025156
ADI,0.8914120645174983
PEG,0.8852263758859958
KEYS,0.8831183477822677
AJG,0.8753718821461931
INTU,0.8718252473836337
AMD,0.8705149427989758
TPL,0.8697020132390662
CTRA,0.8685353078394943
DXCM,0.8674820728538978
REG,0.864764912327731
GWW,0.8638794291598196
INTC,0.8634090927999987
NOW,0.8614714311232398
TROW,0.8565415265502153
FE,0.8524574244252283
IP,0.8405362136309634
PANW,0.8399015735729333
SRE,0.8352312291053462
DELL,0.830730408111673
XYL,0.8281931603678817
HCA,0.8271294709466155
NWSA,0.8222874363376195
MPC,0.8194570151939079
CTAS,0.8187069684076501
MCO,0.818385318133345
KLAC,0.8049915552833836
MGM,0.7953842226433457
SW,0.7855580450145694
FCX,0.7838336961030351
HST,0.7821981741785323
PFG,0.7815454337955099
STE,0.7798248093151111
ROST,0.7788489235653007
BXP,0.7740410593410132
AWK,0.7718264083560029
EOG,0.762551331793836
XOM,0.7602640159094073
PHM,0.7596123741945889
MTCH,0.7588938406743315
AAPL,0.7552575459124369
LIN,0.7530192748441463
CPAY,0.752529175962039
CRM,0.7508967939152268
EL,0.7505482328655245
FTNT,0.7438887612553328
KIM,0.7387195783301275
HSY,0.7274049732684317
BMY,0.7265745986299578
PGR,0.7261681712262913
SJM,0.7229922860358995
PSX,0.7224928358670797
EXPD,0.7206980365431787
ES,0.7118969061834605
HII,0.7106674466309816
NUE,0.710660607529584
ED,0.7103980178928678
GPC,0.703915258213802
SHW,0.7032408537514743
SMCI,0.7028388828515205
CB,0.7009739646818935
NTAP,0.6990171658556942
O,0.698447479009928
KVUE,0.6962290285349436
SBUX,0.6917935124001898
TXN,0.6822998564910357
AFL,0.6803152093396996
HSIC,0.6769930575616718
VRSK,0.6769443948525341
KO,0.6754447260881661
PYPL,0.6716437123226878
MSCI,0.6639244708984148
ISRG,0.657786564763844
LW,0.6565996383082074
NXPI,0.6493816332735831
ALB,0.6482042986639104
DOV,0.6479189483757498
CSX,0.6431971226942513
MPWR,0.6429575383945824
TAP,0.6409302774628596
QCOM,0.6334137227101303
EQIX,0.6295797239372557
LII,0.6266817491300536
TER,0.6257571019520674
NKE,0.6256556280042639
FSLR,0.6249134512787584
APA,0.6201595821075888
VTRS,0.6193926952442518
TYL,0.6164542688988921
DHI,0.6150186204115565
NEE,0.6128630256978953
DD,0.6122056418662902
CTSH,0.6101033000110839
MAS,0.610099782637197
HUM,0.6098767173958572
PRU,0.6082554120058197
ZBRA,0.6042726020951668
JKHY,0.5991195539217926
CCI,0.5982513647916913
DVA,0.5953274499415288
VLTO,0.5953113099044642
AMT,0.5951465704208757
ROP,0.5931708247244929
ZBH,0.5913402740027209
PG,0.5889523853617564
COP,0.5873758211150721
EPAM,0.585428770613733
FICO,0.5852929980723073
OTIS,0.5823405124794566
PFE,0.5823048406116216
CPRT,0.5816770371213967
MTD,0.5774005148840121
PLD,0.5745618724607953
CRL,0.5731257093746562
CARR,0.5727661660615517
AES,0.5718690204935883
MCHP,0.5710738853967201
CHD,0.5679736472271729
SBAC,0.5677274452484198
WAT,0.566613845681534
BRO,0.5619129592656292
POOL,0.5596382103770314
A,0.5596095514029802
WDAY,0.558137505819737
CMCSA,0.5580504345765834
WST,0.5578406371602235
DVN,0.5544592956615769
EG,0.5542489875780907
TSN,0.5535259454921534
OXY,0.5518676981146446
NVR,0.5502474328108962
KMB,0.5498517714160452
ESS,0.5470497817102659
GDDY,0.5460011696676355
AMGN,0.545318007336188
NDSN,0.5443788943031037
AMAT,0.5441750257962309
MAA,0.5439439925547912
MHK,0.543850178342512
FRT,0.5432326819206076
DECK,0.5398525223985414
UDR,0.5385568895330956
SLB,0.5380803560967283
TXT,0.5378732712699497
GEHC,0.5366093999846391
IR,0.5337829155674
PEP,0.53271647280513
HPQ,0.5323170631270775
MMC,0.5321971367243685
CPT,0.5315017317265562
JBHT,0.53084256491738
PPG,0.5287876746905813
UNP,0.5282011625713925
EQR,0.5272841068251456
LULU,0.5257045297051496
BLDR,0.5252781380813414
IPG,0.5240949449537109
OKE,0.5238930243929832
GPN,0.5155653256603794
CI,0.5132024511287314
MDLZ,0.5108296818824466
FANG,0.5100355628263277
VRTX,0.5095289930085716
ODFL,0.508072408501092
BBY,0.5071909143824681
MKC,0.5071108363586797
FDS,0.5070198424401126
FIS,0.5031803729707537
PSA,0.5020306948824377
IRM,0.49981950778021644
ACGL,0.49917834008011586
FI,0.49883414303722595
AOS,0.49873416390692543
BG,0.49779833186357236
LLY,0.4977347770388427
CHTR,0.4968719717516969
FTV,0.4960524619824304
WY,0.49533463469918243
AVB,0.4908471517527498
AKAM,0.4907753605848467
SWK,0.4885255824201093
ZTS,0.4862866258296039
HAL,0.48581155272804916
SWKS,0.4836822391933615
DOC,0.48347032542549373
LKQ,0.48333967703765296
HOLX,0.48135002195819804
ON,0.4780393807928974
EXR,0.4779780797101299
TECH,0.4764397897162232
FDX,0.4749253056222323
TTD,0.47462342924162065
LMT,0.47346311174852634
EFX,0.47290874205025213
OMC,0.47161064214328574
CZR,0.47040438357056424
TMO,0.47026241331759694
UHS,0.4694744015956147
IEX,0.46738377039919443
INVH,0.46713073429230106
LEN,0.4662946477944271
BDX,0.46456004803266787
BALL,0.46401965461977224
IQV,0.4622737765993863
PCG,0.454449711218408
CMG,0.4519854712217811
EMN,0.4457176459528645
RVTY,0.44541173299999964
KMX,0.44518621841783446
DHR,0.4450090499690166
ALGN,0.4442269706746927
KDP,0.4429890004718641
HRL,0.44215118033995693
CDW,0.43267627567341377
ACN,0.43021980171804186
AMCR,0.4238086637798613
BAX,0.4231029022758605
MKTX,0.42077132275731827
BF-B,0.42029932790390656
MOH,0.4192514620056971
KHC,0.41612658282677956
CL,0.41550559920334146
UPS,0.413309209928995
MRK,0.41192322276964816
ARE,0.41009700505874874
ENPH,0.40978604822932946
TGT,0.40946734606993684
EIX,0.40606946762049323
UNH,0.4042123769356807
AVY,0.4041043093016245
ERIE,0.4005947427854237
LYB,0.3967459961732374
CLX,0.39369989682160483
MRNA,0.39208698120323876
BIIB,0.3875875226758353
COO,0.3774811414040159
ELV,0.37582677209815557
CNC,0.3757558286231015
STZ,0.3727469269937004
DOW,0.3724718593305627
ADBE,0.371971798641026
IFF,0.361626808659572
IT,0.3498574616513552
REGN,0.3487710381246071
GIS,0.34711985007064067
CPB,0.34368814521807445
CAG,0.33135453910806967
